date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
18-07-2019,25.4,24.3,27.2,10.7,,36,5.1,,1003,
19-07-2019,26.9,24.3,30.1,6.6,,280,6.2,,1003.1,
20-07-2019,29.1,23,31.9,0,,36,7,,1003.2,
21-07-2019,28.1,24.7,32.3,5.6,,54,6.9,,1002.6,
22-07-2019,28.3,25.2,32.5,71.1,,56,7.2,,1000.9,
23-07-2019,26.9,24.5,32.1,0.8,,52,6.9,,1000.4,
24-07-2019,27.7,24.1,33.1,0,,30,7.2,,1002,
25-07-2019,28.5,25.1,34.4,0,,20,7.1,,1002.7,
26-07-2019,30.8,24,35.4,0,,55,8.1,,1000.3,
27-07-2019,31.7,26.4,36.7,,,62,9.3,,998.8,
28-07-2019,31.9,27.1,37.2,,,66,9.8,,1000,
29-07-2019,31.4,27.1,36.4,,,66,9.6,,1001.1,
30-07-2019,26.1,23.7,32.8,10.9,,43,7.5,,1003.7,
31-07-2019,27.8,22.4,30.8,,,30,6.9,,1005.3,
01-08-2019,29.7,23.5,33.3,,,44,7.2,,1004.9,
02-08-2019,28.2,24,32.3,5.6,,52,7.3,,1004.7,
03-08-2019,26.7,24.4,30.5,5.8,,16,6.5,,1005.1,
04-08-2019,27.7,24.2,31.8,,,13,6.8,,1004.6,
05-08-2019,28.9,24.5,32.4,,,31,7.2,,1004.5,
06-08-2019,28.5,25.2,32.3,6.6,,29,6.9,,1004.1,
07-08-2019,24.6,24.2,27.1,13.2,,350,6.2,,1003.3,
08-08-2019,28,23.5,31.9,0,,315,6.1,,1003,
09-08-2019,29,24.8,33.7,0,,351,7,,1002.3,
10-08-2019,29.2,25.4,33.4,,,27,7.5,,999.9,
11-08-2019,27,24.8,34.1,,,13,7.9,,998.6,
12-08-2019,29,22.8,34.1,0,,44,8.9,,999,
13-08-2019,29.5,24.1,34.3,,,48,8.9,,1000.4,
14-08-2019,29.4,23.7,34.2,,,23,8.5,,1002.2,
15-08-2019,29.3,25.3,34.7,,,38,8.6,,1001,
16-08-2019,31.4,24.1,37.3,,,22,8.9,,998.9,
17-08-2019,29.9,25.1,34.9,,,41,9.1,,1001.7,
18-08-2019,29.8,25.9,33.7,0,,36,8,,1003.8,
19-08-2019,29.9,25.4,34.4,0,,44,8.3,,1004.9,
20-08-2019,30.9,24.1,35,,,45,8.7,,1005.2,
21-08-2019,30.5,24.7,35.5,,,46,7.9,,1005.2,
22-08-2019,28.9,25.6,32.5,,,80,8.1,,1008.5,
23-08-2019,28.7,24.8,32,,,76,7.3,,1010.2,
24-08-2019,29.7,25.3,33.3,,,19,7.5,,1008.5,
25-08-2019,30.5,24.9,35.3,,,14,8.9,,1006.9,
26-08-2019,27,25.4,32.1,31.8,,335,8,,1005.7,
27-08-2019,25.2,23.1,27.2,1,,356,6,,1007.5,
28-08-2019,24.8,23.5,26.8,0,,297,5.6,,1011.1,
29-08-2019,27.7,22.2,32.9,,,345,8.2,,1010.1,
30-08-2019,26.7,21.1,31.4,,,357,8.1,,1011.3,
31-08-2019,22.7,19.4,26,2.3,,311,6.4,,1013.4,
01-09-2019,25.1,20.3,29.5,0,,4,6.9,,1013.5,
02-09-2019,25.2,20.4,28.8,,,27,8,,1014.5,
03-09-2019,24.9,20,29,0,,30,7.6,,1013.4,
04-09-2019,26,21.3,29.1,,,358,6.5,,1010.5,
05-09-2019,26.5,22.3,30.5,0,,36,7.2,,1008.2,
06-09-2019,27.4,21.6,31.9,0,,40,7.7,,1005.6,
07-09-2019,27.7,22.5,31.3,0,,50,7.7,,1005.1,
08-09-2019,27.8,23.7,30.9,,,33,6.5,,1005.1,
09-09-2019,27,24,32.7,,,15,6.3,,1005.3,
10-09-2019,27.9,24.3,30.2,0,,23,6.6,,1009,
11-09-2019,27.8,22.6,31.2,0,,66,6.9,,1012.7,
12-09-2019,29.8,24,32.9,0,,47,7.5,,1010.3,
13-09-2019,27.6,25.7,31.8,,,44,7.9,,1009.5,
14-09-2019,24,22.4,26,0,,31,6.1,,1013.9,
15-09-2019,23.7,21.7,27.1,,,62,5.9,,1013.3,
16-09-2019,20.5,19.8,22.9,0,,122,5.6,,1014.4,
17-09-2019,19.6,18.4,21.9,,,126,5.5,,1016.8,
18-09-2019,18.3,18.1,20.5,0.3,,307,4.8,,1022,
19-09-2019,22.6,17.4,25,,,290,5.4,,1019.7,
20-09-2019,21.9,20.2,24,0,,285,5.4,,1017.7,
21-09-2019,23.6,16.7,27.1,0,,346,8.3,,1018,
22-09-2019,22.9,18.4,30,,,349,8.6,,1020.8,
23-09-2019,24.3,16.5,29,,,323,7.1,,1021.7,
24-09-2019,25.2,18.4,29.9,,,326,6.8,,1021.2,
25-09-2019,22.8,20.7,28.4,,,308,6,,1020.7,
26-09-2019,24.6,17.4,30.5,,,334,6.9,,1020.3,
27-09-2019,23.9,19.3,29.4,,,8,7.3,,1019.8,
28-09-2019,25.3,17.9,29.8,,,17,7.7,,1017.7,
29-09-2019,25.9,19,31.8,,,23,7.9,,1015.3,
30-09-2019,26.3,18.9,32.2,,,18,8,,1012.6,
01-10-2019,27.2,19.2,31.6,,,10,8,,1011.4,
02-10-2019,25.6,22.1,29.6,,,11,7,,1012,
03-10-2019,27.3,20.2,30.7,0,,13,6.8,,1011.1,
04-10-2019,27.2,22.6,31.2,,,26,7.7,,1011.5,
05-10-2019,16.4,16.3,23.6,1,,59,8,,1018.8,
06-10-2019,14.9,14.2,16.6,0,,115,8.7,,1021.7,
07-10-2019,16.9,13.1,17.4,,,123,7.2,,1023.3,
08-10-2019,17.4,15.8,18.6,,,114,5.4,,1023,
09-10-2019,19.3,16,20.7,0,,78,4.9,,1017.1,
10-10-2019,17.7,16.8,19.6,0.3,,107,5.3,,1014.3,
11-10-2019,17.4,16.7,20.3,6.1,,59,4.1,,1016.4,
12-10-2019,18.8,14.4,20.8,6.1,,269,4.5,,1019.2,
13-10-2019,19.8,17.1,22.1,4.1,,275,5.2,,1021.6,
14-10-2019,17.1,15.9,19.1,0.5,,351,6.6,,1027.4,
15-10-2019,13.5,13.4,16.1,20.1,,71,6.1,,1029.9,
16-10-2019,11.7,11.5,13.5,2.8,,113,5.7,,1027.4,
17-10-2019,14.9,11.1,17.2,1,,99,5.9,,1026.2,
18-10-2019,17.4,11.4,21.5,0,,34,6.6,,1023.2,
19-10-2019,18.6,12.4,23.2,,,34,7.2,,1021.2,
20-10-2019,19.8,13,23,,,24,6.7,,1019.9,
21-10-2019,19.6,16.1,20.6,1,,337,4.6,,1017.1,
22-10-2019,15.3,15,18.4,9.1,,309,5.2,,1015.6,
23-10-2019,17.6,14.3,21.3,7.1,,305,5.7,,1017.8,
24-10-2019,18.7,15,24.2,3.8,,346,5.6,,1020.3,
25-10-2019,12.9,12.2,15.8,6.1,,346,6,,1025,
26-10-2019,13,12.1,15.3,1.3,,253,4.4,,1026,
27-10-2019,13.8,11.2,18,0.5,,283,4.7,,1021,
28-10-2019,17.6,10.9,25.9,0,,338,6.6,,1019.9,
29-10-2019,18.5,12,25.1,,,8,7.4,,1020.3,
30-10-2019,18.6,12.8,25.3,,,7,6.8,,1021,
31-10-2019,18.6,12.4,24.8,,,4,6,,1021.1,
01-11-2019,19.6,14.1,24.9,,,327,5.2,,1020.4,
02-11-2019,17.8,15.8,22.7,,,302,5.9,,1019.3,
03-11-2019,18.7,12.6,24.7,,,341,6.7,,1021.7,
04-11-2019,16.7,12.9,21.7,,,20,6.8,,1024.9,
05-11-2019,16.9,13.1,20.8,,,15,6,,1021.5,
06-11-2019,15.9,14.4,18.8,0,,327,5.1,,1017.8,
07-11-2019,16.9,13.7,20.2,0,,317,5.2,,1021.3,
08-11-2019,15.6,12.9,20.7,0,,17,6.5,,1024.8,
09-11-2019,16.3,10.1,20.7,0,,28,6.5,,1022.6,
10-11-2019,18.4,12.5,26.2,,,336,5.9,,1018.6,
11-11-2019,16.9,12.1,20.7,0,,2,5.9,,1015.1,
12-11-2019,15.7,13.8,17.7,1,,316,4.5,,1016.7,
13-11-2019,14.6,13.1,20.8,,,346,6.5,,1028,
14-11-2019,15.2,8.8,22.8,,,353,6.3,,1024.2,
15-11-2019,17.8,10.1,22.9,,,11,6.3,,1015.7,
16-11-2019,17.7,14.8,20.4,,,7,5,,1013.1,
17-11-2019,12.2,10.4,16.8,2.3,,44,6.5,,1018.1,
18-11-2019,9.8,7.9,14.4,,,60,7.5,,1031.1,
19-11-2019,10.7,6,13.5,,,48,6.2,,1027.8,
20-11-2019,11.4,9.5,13.5,,,349,4.8,,1026.2,
21-11-2019,11.9,7.7,17.2,,,13,6.1,,1023.8,
22-11-2019,14.8,9.3,17.9,,,26,5.7,,1019.4,
23-11-2019,16.7,11.7,20.1,,,4,5,,1017.3,
24-11-2019,9.6,7.9,16.5,7.9,,357,6.5,,1026.3,
25-11-2019,4.1,4.4,6.5,0.5,,104,7.4,,1035.9,
26-11-2019,2.6,1.8,4.4,3,,110,6.5,,1030.3,
27-11-2019,5.4,2.1,7.3,1,,116,6.1,,1033.7,
28-11-2019,6.4,4.3,9.5,0.5,,113,6.1,,1035.3,
29-11-2019,4.4,4.6,5.4,2.8,,114,5.2,,1030.6,
30-11-2019,4.2,3.5,5,3,,123,5.2,,1029.1,
01-12-2019,6.2,4,11.2,2.3,,174,5.1,,1031.1,
02-12-2019,8.1,3.2,14,0,,10,7.4,,1032.6,
03-12-2019,10.3,2.6,15.2,0,,14,7.4,,1030.4,
04-12-2019,11.2,2.6,16.6,0,,6,7.1,,1032.1,
05-12-2019,10.2,6.4,16.6,0,,323,6.6,,1034.6,
06-12-2019,7.3,3.4,14.2,0,,73,7.4,,1035.6,
07-12-2019,7.9,3.2,13.3,0,,37,7.3,,1031.7,
08-12-2019,9.7,3.4,15.6,0,,0,6.2,,1028.3,
09-12-2019,11.8,5,18.9,0,,332,6.5,,1022.8,
10-12-2019,12.2,6.5,19.9,0,,336,6.9,,1020.3,
11-12-2019,11.3,6.9,19.9,0,,0,7.3,,1023.2,
12-12-2019,10.8,6.5,17.6,0,,12,6.3,,1024.3,
13-12-2019,11.6,6.4,16.5,0,,20,5.8,,1024.2,
14-12-2019,9.7,6.6,15.6,0,,67,5.9,,1024.8,
15-12-2019,7.6,6.8,12.9,0,,112,6.5,,1020.4,
16-12-2019,8.1,6.8,8.7,0,,117,5.7,,1019.1,
17-12-2019,8.6,6.9,10,0,,142,4.3,,1024.9,
18-12-2019,5,2.7,10,0.3,,71,4.8,,1030.7,
19-12-2019,6.6,2.6,10.2,0,,98,5.3,,1030.1,
20-12-2019,7.3,2.9,10.7,0,,77,5,,1027.7,
21-12-2019,6.3,5.1,10.7,0.5,,315,4.2,,1024.7,
22-12-2019,6.9,5.1,10.8,0,,55,5.8,,1020.7,
23-12-2019,6.3,5.1,10.8,0,,104,5.8,,1021.9,
24-12-2019,6.7,5.1,8.5,0,,120,5.5,,1024.8,
25-12-2019,6.3,5.2,8.5,1.8,,105,5.2,,1021.5,
26-12-2019,6.3,1.9,10.9,0,,134,7.4,,1029.7,
27-12-2019,6.9,1.4,12.2,0,,26,6.6,,1027.5,
28-12-2019,5.8,1.8,12.2,0,,15,5.1,,1022,
29-12-2019,6.3,2.9,9.6,0,,38,5.9,,1020,
30-12-2019,7.7,2.2,14.4,0,,34,7.5,,1029.4,
31-12-2019,3.9,1.7,14.4,0,,104,7.9,,1036.7,
01-01-2020,3.4,1.7,7.6,0,,101,6.5,,1029.4,
02-01-2020,4.9,2.6,6.2,0,,122,5.8,,1029.7,
03-01-2020,5.5,3.1,6.8,0,,118,4.7,,1029.1,
04-01-2020,5.8,4.4,7.6,1.3,,97,4.4,,1026.3,
05-01-2020,5.9,4.5,7.6,3.6,,93,5.1,,1021,
06-01-2020,4.6,2.5,6.8,29.2,,94,5.8,,1020.6,
07-01-2020,5.8,2.5,8.2,0,,120,6.6,,1023.4,
08-01-2020,2.5,0.1,8.2,20.3,,92,6.4,,1028.1,
09-01-2020,1.4,0,3.8,3,10,114,5.8,,1025.6,
10-01-2020,2.1,0,2.9,2.3,,115,5.9,,1025.3,
11-01-2020,5.3,0.6,8.2,0,,118,5.8,,1026.2,
12-01-2020,6.8,2.6,10.8,0,,77,5.9,,1023.8,
13-01-2020,5.6,4.5,10.8,0,,108,6.1,,1024.1,
14-01-2020,4.4,1.9,7.1,2.5,,128,5.9,,1027.2,
15-01-2020,1.1,-0.1,7.1,1.5,,101,5.8,,1025.5,
16-01-2020,2.5,-0.3,4.5,0,,124,6.8,,1029.8,
17-01-2020,3.2,-0.2,6.6,0,,114,5.9,,1029.4,
18-01-2020,3.3,1.3,6.6,0,,81,5,,1027.1,
19-01-2020,5.9,1.7,12,0,,348,5.9,,1026.6,
20-01-2020,7.4,1.7,12.1,0,,51,6.5,,1025.4,
21-01-2020,7.1,1.7,12.1,8.1,,88,5.7,,1022.6,
22-01-2020,6.2,5,10.4,3.3,,123,6.1,,1022.2,
23-01-2020,6.6,5.1,8.1,0.8,,103,4.8,,1024.4,
24-01-2020,5.1,4.3,8.1,6.9,,114,5.3,,1029.6,
25-01-2020,4.1,2.2,6.2,0,,79,6,,1030.7,
26-01-2020,3.6,2,6.2,0,,122,6.5,,1028.7,
27-01-2020,3.3,0.5,6.5,0,,120,6.1,,1026.7,
28-01-2020,4.8,-1,9.8,0,,121,6.5,,1026.1,
29-01-2020,7.7,-0.4,14.7,0,,13,7.8,,1026.9,
30-01-2020,8.2,1.7,14.7,0,,25,8.8,,1026.3,
31-01-2020,9.2,2.8,14.3,0,,35,7.3,,1024.6,
01-02-2020,7.3,3.9,14.3,0.3,,14,5.4,,1023.9,
02-02-2020,7.6,4.9,10.9,0,,274,5.2,,1026.5,
03-02-2020,8.3,3.6,14.7,0,,300,6.5,,1027.6,
04-02-2020,9.9,2.3,16.1,0,,27,8,,1024.4,
05-02-2020,8.6,3,16.1,6.6,,11,6.8,,1025.2,
06-02-2020,3.4,1.5,13.5,1.8,,68,7.6,,1026.5,
07-02-2020,4.3,1.5,7.7,0,,114,7.6,,1030.9,
08-02-2020,7.2,1.7,12.1,0,,101,6.6,,1032.9,
09-02-2020,9.6,3.1,16.2,0,,57,7.8,,1031,
10-02-2020,9,3.2,16.2,0,,38,5.9,,1022.7,
11-02-2020,9.9,6.4,15,0,,85,7.1,,1019,
12-02-2020,11.4,6.5,17.2,0,,51,7.7,,1017.3,
13-02-2020,12.7,8,17.5,0,,45,6.6,,1012.3,
14-02-2020,12.4,5.4,18.7,1.5,,16,5.9,,1013.7,
15-02-2020,1.6,0.8,9.1,13.2,,58,8.3,,1029.9,
16-02-2020,4.6,0.6,10.5,0,,41,8,,1033.2,
17-02-2020,7.2,1,13.2,0,,26,8.6,,1034,
18-02-2020,8,2.1,13.2,0,,36,8.1,,1029.9,
19-02-2020,10.1,2.4,17.8,0,,20,7.3,,1024.4,
20-02-2020,10.4,4.3,17.8,0.5,,18,6.5,,1027.2,
21-02-2020,10.4,5,15.6,0.3,,277,6.6,,1030.9,
22-02-2020,11.9,6.5,16.7,0,,28,7.9,,1030.9,
23-02-2020,12.9,7.5,17.1,0,,44,5.9,,1023.6,
24-02-2020,14.5,9.4,17.3,0,,12,5.3,,1014,
25-02-2020,15.6,11.8,21,8.4,,260,5.9,,1016.6,
26-02-2020,10.2,9.4,21,1.3,,111,7.2,,1023,
27-02-2020,7.2,4.6,11.1,7.1,,113,6.1,,1023.8,
28-02-2020,5.6,4.5,8.6,3.3,,121,7.2,,1020.2,
29-02-2020,8.6,4.5,11.5,0,,117,6.7,,1017.3,
01-03-2020,8.4,6.1,11.5,0,,144,6.4,,1022.2,
02-03-2020,5.8,4.7,10.1,8.6,,125,5.9,,1025.4,
03-03-2020,7.3,4.7,9.7,0,,246,4.2,,1025.8,
04-03-2020,10.6,5.2,16.6,0,,2,6.2,,1026.4,
05-03-2020,10.9,5.7,16.6,0,,63,6.9,,1023.3,
06-03-2020,10.9,6.8,15.2,0,,81,5.2,,1015.5,
07-03-2020,13.9,7.8,18.6,0,,91,6,,1015,
08-03-2020,12.1,8.2,18.6,26.9,,300,4.4,,1009.7,
09-03-2020,10.6,6.7,13.9,0.5,,296,6.5,,1015.2,
10-03-2020,11.9,6.7,18.6,0,,40,8.8,,1022.3,
11-03-2020,11.9,7,18.6,0,,44,7.5,,1018.5,
12-03-2020,14.8,8.5,20.2,0,,61,6.6,,1015.2,
13-03-2020,11.8,7.2,20.2,0,,331,6.1,,1024.1,
14-03-2020,13.4,6.7,21.1,0,,48,8.2,,1025.4,
15-03-2020,14.8,7.3,21.1,0,,43,7.5,,1020.9,
16-03-2020,13.5,9.1,20.3,0,,317,5.4,,1020.7,
17-03-2020,16.7,10.5,23.7,0,,309,6.4,,1019.9,
18-03-2020,18.2,10.7,26.7,0,,341,7.6,,1014.7,
19-03-2020,18.9,11.3,26.7,0,,44,9.3,,1015.4,
20-03-2020,19.7,10.8,26.7,0,,54,9.5,,1012.1,
21-03-2020,19.8,11.1,26.7,1.3,,34,7.4,,1007.8,
22-03-2020,18.1,14.7,26.4,0,,348,6.4,,1014.5,
23-03-2020,17.4,13.9,24.9,0,,83,7.6,,1017.2,
24-03-2020,17.2,14.4,21.6,0,,50,6.1,,1014,
25-03-2020,19.3,14.3,24.3,0.5,,72,6.5,,1007.5,
26-03-2020,16.8,12,24.3,7.6,,45,6.8,,1009.3,
27-03-2020,6.4,3.5,20.7,11.7,,7,9,,1023.9,
28-03-2020,6.6,3.5,11.7,15.7,,191,5.5,,1026.5,
29-03-2020,6.2,4.6,9.7,1.8,,184,5,,1021.4,
30-03-2020,8.3,4.7,10.7,0,,138,5.2,,1019.7,
31-03-2020,9.7,5.7,14.4,0,,105,5.9,,1018.6,
01-04-2020,12.6,7.2,17.3,0,,72,7.2,,1020.6,
02-04-2020,12.1,8.5,17.3,0,,142,5.7,,1022.9,
03-04-2020,12.7,8.9,16.4,0,,270,5.1,,1024.5,
04-04-2020,14.7,8.9,18.9,0,,291,6.2,,1024.9,
05-04-2020,14.7,10.1,19.2,0,,279,6,,1024.2,
06-04-2020,15.4,10.3,20.8,0,,351,7.2,,1020.4,
07-04-2020,16.9,9.4,23.6,0,,46,9.4,,1018.3,
08-04-2020,17.7,11.1,23.6,0,,30,8.8,,1016.8,
09-04-2020,20.8,11.6,27.1,0,,55,10.6,,1016.1,
10-04-2020,10.7,8.1,27.1,20.6,,73,7.6,,1018.9,
11-04-2020,10.5,6.9,15.3,0,,116,8.3,,1026.5,
12-04-2020,15.5,6.7,23.5,0,,356,8.3,,1025.3,
13-04-2020,17.6,8.2,24.4,0,,28,9.2,,1021,
14-04-2020,17.1,10.9,25.5,0,,40,9.2,,1013.8,
15-04-2020,20.5,10.8,27.4,0,,49,9.6,,1010,
16-04-2020,23.6,14,29,0.8,,46,9.5,,1007.8,
17-04-2020,17.6,11,29,15.5,,63,8,,1014.6,
18-04-2020,11.7,11,23.5,27.2,,301,5.9,,1015.9,
19-04-2020,15.9,10.8,21,0,,131,7.6,,1015.9,
20-04-2020,13.7,11.1,21,14.7,,295,5.5,,1016.8,
21-04-2020,12.8,11.1,14.9,2,,290,5.5,,1020.9,
22-04-2020,14.1,11.3,16.8,0,,290,5.7,,1023,
23-04-2020,14.2,10.1,18.6,0,,293,6.4,,1024.1,
24-04-2020,17.9,10.1,24.4,0,,313,8.6,,1021.2,
25-04-2020,20.6,12.2,27.8,0,,318,7.8,,1016.7,
26-04-2020,23.1,15.1,31.4,0,,307,9.1,,1016.3,
27-04-2020,21.2,14.1,31.4,0,,28,10.9,,1018.3,
28-04-2020,19.9,13.6,28.9,0,,68,9.8,,1019.2,
29-04-2020,24.3,14.3,31.3,0,,46,9.3,,1012.1,
30-04-2020,21.4,16.1,31.3,0,,314,6,,1010.4,
01-05-2020,24.8,16.1,31.2,0,,6,7.8,,1007.2,
02-05-2020,26.7,19.4,34.7,0,,351,7.5,,1003.7,
03-05-2020,28.1,18.7,35.3,0,,35,9.3,,1003.4,
04-05-2020,26.4,20.5,35.3,23.1,,39,8.8,,1004.5,
05-05-2020,20.8,18.7,31.2,0,,85,7.7,,1007.3,
06-05-2020,18.5,17.2,24.1,1.5,,97,5.1,,1008.6,
07-05-2020,18.6,17.2,21.3,20.8,,144,4.8,,1005.6,
08-05-2020,20.2,17.9,23.1,1.8,,149,5.1,,1005.8,
09-05-2020,17.8,16.2,23.1,16.5,,70,5.8,,1010.9,
10-05-2020,20.8,15.3,26.4,0,,157,7.4,,1013.7,
11-05-2020,18.7,13.8,26.4,0,,319,6.5,,1016.1,
12-05-2020,22.9,13.8,29.9,0,,11,7.6,,1014.2,
13-05-2020,19.5,16.8,29.9,0,,12,6.2,,1010.8,
14-05-2020,19.7,16.4,24.3,7.4,,44,5.1,,1007.2,
15-05-2020,22,16.5,27.9,0,,67,7.6,,1005.3,
16-05-2020,23.4,17.2,28.8,0,,4,6.6,,1006.1,
17-05-2020,26.8,19.2,33.3,0,,357,8.2,,1003,
18-05-2020,23.6,17.8,33.3,0,,73,10,,1005.6,
19-05-2020,24.3,17.7,29.8,0,,56,8.3,,1006.5,
20-05-2020,17.8,16.8,29.8,30.2,,300,5.1,,1006.5,
21-05-2020,19.9,16.8,25.7,0,,278,5.8,,1008.1,
22-05-2020,25.6,17.6,31.4,0,,357,7.2,,1006.8,
23-05-2020,27.3,20.4,33.2,0,,22,7.9,,1006.2,
24-05-2020,23.9,19.1,33.2,0,,3,7.7,,1011.1,
25-05-2020,18.4,17,28.8,2,,293,5.4,,1013,
26-05-2020,23.3,16.8,27.8,0,,327,6.5,,1011.3,
27-05-2020,24.4,18.4,32.2,0,,308,6.9,,1011.2,
28-05-2020,22.7,19.9,32.2,0,,308,6.5,,1010.2,
29-05-2020,22.5,19.4,27.4,0,,48,7.2,,1008.1,
30-05-2020,24.2,19.6,28.6,0,,93,9.1,,1008.5,
31-05-2020,23.7,19.2,28.6,0,,52,6.5,,1009.4,
01-06-2020,26.1,19,31.5,0,,54,8.5,,1008.4,
02-06-2020,22.9,20,31.5,0.3,,316,5.9,,1006.4,
03-06-2020,25.9,20,33.6,0,,301,7.2,,1004.1,
04-06-2020,28,20.4,33.6,0,,42,8.1,,1002,
05-06-2020,28.8,22.6,34.1,0,,43,8.3,,1002.4,
06-06-2020,27.8,23.1,34.1,0,,40,8.9,,1004.6,
07-06-2020,27.4,23.1,33.2,0,,55,7.2,,1004.4,
08-06-2020,23.4,22.5,31.3,16.8,,315,5.7,,1004.2,
09-06-2020,22.2,20.8,24.9,70.1,,302,6.1,,1006.6,
10-06-2020,23.9,20.7,27,8.1,,203,5.1,,1007.1,
11-06-2020,24.5,21.7,27,6.4,,55,5.2,,1003.3,
12-06-2020,23.9,22.9,26.9,20.1,,35,5.8,,1000.3,
13-06-2020,24.6,23,27.8,0.3,,124,5.7,,1003.5,
14-06-2020,22.7,21.2,27.8,5.3,,247,5.6,,1008.1,
15-06-2020,27.5,21.2,30.9,0,,68,7.2,,1006.6,
16-06-2020,28.5,23.6,33.6,0,,76,7.9,,1000.7,
17-06-2020,21.9,19.2,33.6,69.6,,88,6.9,,1000,
18-06-2020,21.6,19.2,25.5,4.6,,112,6.6,,1005.8,
19-06-2020,22.8,20.1,25.5,0.3,,103,4.9,,1008.2,
20-06-2020,21,20,25.5,,,103,5,,1006.7,
21-06-2020,20.8,20,23.5,19.3,,140,5.1,,1002.9,
22-06-2020,20.8,20.1,22.8,53.1,,228,4.9,,1003.7,
23-06-2020,23.9,20.3,27.9,0,,152,4.9,,1004.6,
24-06-2020,26.6,21.1,31.6,0,,67,8,,1003.5,
25-06-2020,26.8,22.2,31.6,0,,69,9.2,,1002.6,
26-06-2020,27.7,22.2,31.4,0,,68,8.2,,1001.8,
27-06-2020,23.6,22.7,31.4,209.6,,15,6.1,,1001.5,
28-06-2020,24.2,22.7,26.5,19.8,,17,5.7,,999.4,
29-06-2020,24.8,21.4,28.5,4.8,,100,6.5,,1002,
30-06-2020,28.9,21.4,34.6,0,,68,7.8,,1001.6,
01-07-2020,25.2,22.2,34.6,29.7,,32,6.5,,1004.2,
02-07-2020,22.3,21.4,31.3,56.4,,301,5.9,,1004.2,
03-07-2020,26.4,21.3,30.6,0,,76,7.5,,1006.3,
04-07-2020,24.9,22.6,30.6,49.8,,85,6.5,,1006.2,
05-07-2020,24.6,21.2,28.9,8.4,,70,6.1,,1001.4,
06-07-2020,25.2,21.2,30,0,,11,6.4,,999.7,
07-07-2020,22.5,21.6,30,8.6,,278,6.4,,1003.8,
08-07-2020,26.1,21.6,30.7,0,,261,6.1,,1003,
09-07-2020,27.9,22.9,32.4,0,,60,7.5,,999.5,
10-07-2020,26.5,23.1,32.4,7.9,,54,7.2,,1000.1,
11-07-2020,23.9,22.3,31.5,4.3,,339,5.7,,999.2,
12-07-2020,21.9,21.5,27.2,14,,99,5.7,,1003,
13-07-2020,22.8,20.7,25.8,0,,165,4.3,,1008.2,
14-07-2020,22.6,20.9,25.8,1.5,,93,5.5,,1007.2,
15-07-2020,22.1,21.2,24.7,2.5,,106,5.7,,1005.6,
16-07-2020,22.1,21.4,23.1,9.4,,176,5.1,,1004.2,
17-07-2020,22.6,21.5,23.5,13.7,,337,5.4,,1002.7,
18-07-2020,21.2,19.9,23.5,51.6,,66,5.5,,1002.2,
19-07-2020,23.4,19.9,28.2,0,,213,6.1,,1004.3,
20-07-2020,25.9,20.6,30.8,0,,67,7.7,,1007.7,
21-07-2020,23.3,22.2,30.8,4.6,,62,5.7,,1007.2,
22-07-2020,25.8,22.8,28,0.3,,2,5.6,,1002.8,
23-07-2020,24.5,23.1,28,0,,84,6.8,,1005.4,
24-07-2020,23.1,22.1,27.1,1.3,,83,6.6,,1007.9,
25-07-2020,23.7,21.5,27.1,17.5,,99,6.1,,1007,
26-07-2020,22.3,20.2,27.1,0,,70,5.8,,1005.7,
27-07-2020,26.5,20,31,0,,70,7.9,,1004.1,
28-07-2020,27.5,22.9,31.7,0,,71,7.3,,1006.2,
29-07-2020,28,23.6,32.1,0,,63,7.1,,1007.7,
30-07-2020,27.2,22.7,32.3,40.4,,61,7.1,,1008,
31-07-2020,27.3,22.7,32.4,0,,58,6.8,,1007.1,
01-08-2020,29.1,23.9,34.4,0,,54,8,,1005.5,
02-08-2020,30.3,24.9,35.7,0,,59,8.3,,1003.7,
03-08-2020,30.7,26,35.7,0,,67,8.9,,1001.9,
04-08-2020,30.9,25.9,35.6,0,,62,9.3,,1001.2,
05-08-2020,31.2,26.1,36.2,0,,64,9.2,,1002.6,
06-08-2020,30.7,27,36.2,0.5,,71,9.1,,1002.9,
07-08-2020,30.7,26.7,35.7,0,,62,7.6,,1000.6,
08-08-2020,27.5,25,35.7,13.5,,30,6.4,,999.6,
09-08-2020,26.6,23.3,32.6,4.3,,64,6.9,,999.3,
10-08-2020,28.7,22.8,32.7,0,,70,8.3,,999.4,
11-08-2020,27.9,25.1,32.7,7.1,,77,7.5,,1002.7,
12-08-2020,29.2,25.4,33.7,0.5,,76,7.8,,1003.7,
13-08-2020,28.3,25.2,35.7,0,,82,8.1,,1003.6,
14-08-2020,30.6,24.8,35.7,0,,65,8.6,,1002.7,
15-08-2020,30.5,25.2,35.4,0,,89,9.3,,1001.7,
16-08-2020,30.6,25.6,35.8,0,,74,10,,1003.2,
17-08-2020,27.2,23.8,35.8,0,,70,8.4,,1006.6,
18-08-2020,27.4,22.4,35.7,14,,47,7.1,,1007.5,
19-08-2020,27.4,22.4,35.7,26.7,,12,7.6,,1007.7,
20-08-2020,23.6,21.5,34,116.3,,320,5.3,,1010.3,
21-08-2020,23.4,21.5,28.7,7.1,,121,5.4,,1011.8,
22-08-2020,24.8,22.1,26.8,3.3,,70,5.6,,1010.2,
23-08-2020,27.7,23.4,32,0,,69,7.6,,1004.8,
