date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
18-05-2018,23.6,21,,1.5,,,,,,
19-05-2018,23.6,,,22.4,,,,,,
20-05-2018,19.4,,,7.4,,,,,,
21-05-2018,18.6,,,0.5,,,,,,
22-05-2018,16.2,,,3.3,,,,,,
23-05-2018,21.2,13.5,,2,,,,,,
24-05-2018,22.8,17.5,,0.8,,,,,,
25-05-2018,22.7,20.5,,3.8,,,,,,
26-05-2018,21.9,,,1.8,,,,,,
27-05-2018,23,,,,,,,,,
28-05-2018,23.1,19.1,,,,,,,,
29-05-2018,22.9,,,0.5,,,,,,
30-05-2018,16.6,,,25.4,,,,,,
31-05-2018,17.9,15.1,,3,,,,,,
01-06-2018,19.9,16,,0.5,,,,,,
02-06-2018,21.2,16.7,,,,,,,,
03-06-2018,23.2,16.9,,0.5,,,,,,
04-06-2018,23.3,,,,,,,,,
05-06-2018,24,19.1,,,,,,,,
06-06-2018,25.5,19.5,,,,,,,,
07-06-2018,26.9,20.8,,,,,,,,
08-06-2018,26.9,21.6,,,,,,,,
09-06-2018,24.8,,,,,,,,,
10-06-2018,25.8,19.7,,,,,,,,
11-06-2018,26.1,20.2,,,,,,,,
12-06-2018,26.8,,,0,,,,,,
13-06-2018,24.7,20.5,,,,,,,,
14-06-2018,25.4,20.4,,,,,,,,
15-06-2018,28.1,21,,,,,,,,
16-06-2018,28.3,23.6,,,,,,,,
17-06-2018,26.6,24.4,,0,,,,,,
18-06-2018,26.1,,,41.7,,,,,,
19-06-2018,23.6,21.6,,16.3,,,,,,
20-06-2018,24.5,22.2,,3.8,,,,,,
21-06-2018,22.4,,,3.6,,,,,,
22-06-2018,23,21.5,,1.5,,,,,,
23-06-2018,25.6,21.9,,0,,,,,,
24-06-2018,26.9,23.6,,0.3,,,,,,
25-06-2018,29.4,23.6,,,,,,,,
26-06-2018,30.1,24.7,36,,,,,,,
27-06-2018,31.2,25.5,,,,,,,,
28-06-2018,27.6,,,0.3,,,,,,
29-06-2018,28.4,23.2,,,,,,,,
30-06-2018,23.1,,,15,,,,,,
01-07-2018,25.6,20.6,,,,,,,,
02-07-2018,25.4,23,29,0.5,,,,,,
03-07-2018,24.9,23.3,,14.7,,,,,,
04-07-2018,26.3,,29.8,62.5,,,,,,
05-07-2018,24.6,23.3,26.3,9.7,,,,,,
06-07-2018,27.9,23.2,,0.5,,,,,,
07-07-2018,25.1,,,0.5,,,,,,
08-07-2018,25.1,22.9,28.3,0.5,,,,,,
09-07-2018,24.9,23.3,,2,,,,,,
10-07-2018,26.6,23.7,,0.8,,,,,,
11-07-2018,29.6,24.7,,0,,,,,,
12-07-2018,27.2,,,2.5,,,,,,
13-07-2018,24.7,23.7,,8.4,,,,,,
14-07-2018,28.2,23.6,,7.9,,,,,,
15-07-2018,29.5,24.9,,0,,,,,,
16-07-2018,29.5,25.4,,,,,,,,
17-07-2018,29.8,25.6,,,,,,,,
18-07-2018,30.1,,,,,,,,,
19-07-2018,30.7,25.4,,,,,,,,
20-07-2018,30.9,,,,,,,,,
21-07-2018,30.6,27,35.8,,,43,7.9,,1002.4,
22-07-2018,30.5,25.6,36,,,40,8.5,,1002.3,
23-07-2018,30.2,25,35.1,,,54,8,,1001.9,
24-07-2018,30.9,25.7,35.3,,,54,7.9,,1002,
25-07-2018,30.2,26.8,35.3,2,,50,7.5,,1002.2,
26-07-2018,27.4,24.4,34.8,2,,35,6.9,,1002.9,
27-07-2018,26.2,23.4,32.5,38.1,,21,6.6,,1003.7,
28-07-2018,25.7,22,30.3,65.8,,45,6.1,,1004.5,
29-07-2018,24.9,22.1,29.5,5.8,,16,5.8,,1004.3,
30-07-2018,26.1,24,30.4,2.8,,23,5.7,,1003.5,
31-07-2018,26.3,24,32.3,3.8,,8,5.8,,1003.8,
01-08-2018,26.7,23.1,30.1,,,282,5.5,,1004.3,
02-08-2018,27.7,24,33.7,,,19,6.1,,1003.8,
03-08-2018,29.3,24.3,33.5,,,37,6.5,,1003.4,
04-08-2018,28.2,25.5,33.5,0,,22,6.5,,1003.8,
05-08-2018,28.1,24.8,32.4,,,42,6.5,,1004.2,
06-08-2018,28.7,25,32,,,67,6.1,,1004.3,
07-08-2018,29.6,25.1,33.9,,,48,7,,1004.3,
08-08-2018,29.7,24.9,34.2,,,48,7.7,,1005.1,
09-08-2018,29.6,25.8,34.2,,,37,6.8,,1005.4,
10-08-2018,28.7,25.8,33.6,0.5,,5,6.7,,1004.4,
11-08-2018,30,24.5,34.8,,,20,6.5,,1002,
12-08-2018,30.5,25.1,35.4,,,9,6.9,,1000.2,
13-08-2018,30.7,26.2,35.4,,,17,8.6,,1000.2,
14-08-2018,30.5,25.1,35,,,38,7.8,,1001.3,
15-08-2018,30.2,26.6,33.7,,,3,8.5,,1004.4,
16-08-2018,28.6,26.1,34,1.8,,14,8.9,,1006.3,
17-08-2018,25.2,23,30.6,6.6,,355,8.6,,1005.6,
18-08-2018,27.8,23.1,31.8,5.8,,349,8,,1001.8,
19-08-2018,30.3,23.2,35,0,,56,7.5,,1001,
20-08-2018,29.4,25.3,33.2,,,72,7.2,,1003.5,
21-08-2018,29.9,25,33,,,49,6.9,,1002.8,
22-08-2018,27.3,25.7,30.3,,,22,6.8,,1004.2,
23-08-2018,26,24,28,0,,304,5.9,,1006.5,
24-08-2018,28.1,22.2,33.2,,,13,7,,1006.3,
25-08-2018,28,21.8,33.1,,,17,7.8,,1006.4,
26-08-2018,27.2,21.9,32,,,357,7.3,,1006.8,
27-08-2018,29.3,24.2,32.5,,,8,6.9,,1006.3,
28-08-2018,29.5,23.5,33.5,,,32,7.5,,1005.4,
29-08-2018,30.4,24.5,34.5,,,16,7.2,,1004.2,
30-08-2018,27.5,25.6,32.5,5.6,,29,6.5,,1004.7,
31-08-2018,25.5,23.3,29.6,17,,58,5.6,,1007.2,
01-09-2018,24.9,23.9,29.3,26.7,,157,5.1,,1008.1,
02-09-2018,27.1,24,31.2,0.3,,91,5.9,,1005.8,
03-09-2018,28.9,25.2,33,1,,302,5.1,,1005,
04-09-2018,27.6,22.7,31.3,2,,36,6.1,,1005.3,
05-09-2018,27.4,24.9,29.7,0.5,,32,6.4,,1005.6,
06-09-2018,23.9,22.3,25.8,0,,348,6.1,,1008.3,
07-09-2018,21.3,20.3,24.7,0.3,,300,6.5,,1014.1,
08-09-2018,23.2,16.7,29.4,0,,352,6.6,,1015.8,
09-09-2018,23.4,16.6,28.3,0,,358,6.5,,1017.4,
10-09-2018,20.8,19.3,23.2,0.3,,295,5.4,,1018.1,
11-09-2018,22.5,16.3,26.1,0,,347,5.8,,1015.6,
12-09-2018,21.7,19.4,25.8,0.8,,281,5.4,,1013.9,
13-09-2018,21.4,19.3,23.9,0,,255,4.4,,1013.9,
14-09-2018,25.2,19.5,27.9,0,,72,5.2,,1014.2,
15-09-2018,24.9,22.5,27,,,78,5.5,,1014.6,
16-09-2018,23.8,22,28.2,,,17,6.2,,1015.1,
17-09-2018,21.3,20.4,22.1,,,348,5.3,,1015.8,
18-09-2018,22.4,20.4,25.1,3.3,,135,4.7,,1014.9,
19-09-2018,26.8,22.1,28.7,0.3,,100,5.1,,1011.4,
20-09-2018,21.1,20.4,25.2,15.5,,120,5.6,,1011.2,
21-09-2018,20.3,19.5,23,5.1,,156,5.3,,1015.4,
22-09-2018,21.7,17.8,26.7,1.8,,306,5.7,,1017.3,
23-09-2018,23.4,17,29,0,,5,6.3,,1016.7,
24-09-2018,20.3,19.5,24.8,4.6,,322,5.7,,1016.4,
25-09-2018,16.6,17.2,17.8,22.6,,306,5.4,,1015.2,
26-09-2018,15.7,13.9,17.7,11.2,,330,5.4,,1018.5,
27-09-2018,19.4,15.4,23.4,6.1,,302,5.1,,1018.5,
28-09-2018,21,17.3,26.1,0,,318,6.7,,1017.8,
29-09-2018,22.6,15.1,28.6,,,7,7,,1015.8,
30-09-2018,21.7,17.9,26.1,,,5,7.2,,1016.5,
01-10-2018,19.7,17.9,23.2,,,352,5.9,,1020.7,
02-10-2018,20.2,15.2,24.5,,,5,6.5,,1020.8,
03-10-2018,18.9,16.4,23.8,,,353,6.1,,1021.4,
04-10-2018,20,13.6,27,,,346,6.8,,1021.1,
05-10-2018,20,13.6,26.3,,,358,7.6,,1019.8,
06-10-2018,21.4,13.8,27.1,,,3,6.9,,1018.4,
07-10-2018,20.1,17.6,26,0.3,,316,5.5,,1018.8,
08-10-2018,17.1,16.3,20.8,0.8,,284,5.1,,1018,
09-10-2018,17.4,15.9,20.6,0,,300,5.4,,1019.6,
10-10-2018,17.1,14.3,23.8,0,,348,6.8,,1023.1,
11-10-2018,17.6,10.8,23.2,,,17,6.8,,1024.5,
12-10-2018,17.8,11.2,22.7,,,21,6.4,,1024,
13-10-2018,14.2,13.1,18.5,3.6,,354,5.2,,1021.6,
14-10-2018,14.8,12.3,17.8,,,265,5.1,,1020.5,
15-10-2018,15.9,13.6,19.7,,,33,5.2,,1020.4,
16-10-2018,16.4,11.7,19.5,,,49,6.2,,1019.5,
17-10-2018,17.4,13.4,22.1,,,8,6.2,,1019,
18-10-2018,16.6,14.3,20.5,3.3,,0,5.1,,1021.1,
19-10-2018,12.2,11.6,15.8,4.3,,326,4.7,,1024.4,
20-10-2018,11.6,11.7,14.3,7.9,,269,3.9,,1024.4,
21-10-2018,13.2,10.7,14.6,0.3,,242,4.3,,1022.5,
22-10-2018,17.2,11.9,20.3,,,297,4.5,,1021.7,
23-10-2018,16.2,14.5,21.8,,,332,5.3,,1021.4,
24-10-2018,17.4,13.4,21.3,,,25,5.2,,1018.1,
25-10-2018,17.8,14.5,21.4,,,32,4.9,,1017.1,
26-10-2018,18.5,15.4,26.1,0,,12,6.9,,1023.3,
27-10-2018,17.2,11.7,21.9,,,40,6.5,,1025.1,
28-10-2018,19.7,12.1,25.5,,,337,6.3,,1021.3,
29-10-2018,20.2,14.1,27.1,,,340,6.5,,1019.8,
30-10-2018,19.6,14,26.5,,,341,6.4,,1022.4,
31-10-2018,19.2,13.3,26.5,,,354,6.7,,1023.2,
01-11-2018,17.3,11.7,23.3,,,20,7.2,,1023.3,
02-11-2018,16.2,12.3,20.5,,,13,6.4,,1022.8,
03-11-2018,15.6,10.4,21.6,,,7,6.6,,1020,
04-11-2018,16.2,10.5,20.2,0.3,,339,5.6,,1020,
05-11-2018,10.9,10.7,15.5,29,,337,5,,1023.4,
06-11-2018,8.5,7.6,10.9,7.9,,70,5.6,,1027.4,
07-11-2018,6.9,7.1,8.3,6.9,,130,5,,1028.7,
08-11-2018,10.7,6,13.9,2.3,,106,6.7,,1023.3,
09-11-2018,10.1,8.1,14.5,0,,50,5.3,,1020.3,
10-11-2018,10.8,9.4,12.8,4.6,,73,4.6,,1021.4,
11-11-2018,11.6,10.9,13,3.3,,158,4.1,,1023.2,
12-11-2018,13,9.8,16.1,,,96,4.5,,1022.6,
13-11-2018,12.1,8.7,14.1,,,66,4.5,,1020.3,
14-11-2018,11.5,11.2,12.3,2.3,,350,3.7,,1020.1,
15-11-2018,12.2,11.3,13,,,221,3.9,,1022.6,
16-11-2018,10.6,9.4,11.9,4.1,,351,5.4,,1025.5,
17-11-2018,7.4,6.6,9.7,4.6,,82,6,,1025.4,
18-11-2018,8.8,6,11.2,0.3,,135,5.5,,1026,
19-11-2018,9.9,5.9,14.3,0.3,,50,5.2,,1024.7,
20-11-2018,10.8,6.6,12.4,0,,77,4.9,,1021.5,
21-11-2018,11.9,9.9,16.5,,,11,5.5,,1026.5,
22-11-2018,9.3,5.7,13.5,,,27,6.3,,1028.8,
23-11-2018,12.1,5.1,17.2,,,40,6.4,,1021.8,
24-11-2018,12.4,8.2,16.3,,,341,5.4,,1023.8,
25-11-2018,13.8,8.6,20.4,,,351,6.1,,1022.5,
26-11-2018,13.9,8.9,20.2,,,9,6.6,,1022.5,
27-11-2018,13.4,9.2,16.5,,,359,5.9,,1023.5,
28-11-2018,13.8,10.9,18.2,,,33,5.9,,1022.1,
29-11-2018,13.8,10.7,17.6,,,39,5.1,,1023.6,
30-11-2018,11.3,11.4,14,,,102,4.5,,1023.2,
01-12-2018,11.4,9.7,14,1.3,,102,5.2,,1021.6,
02-12-2018,11,10.1,13.1,3,,118,4.8,,1016.3,
03-12-2018,10.3,10.3,12.3,1.5,,129,5.1,,1018.9,
04-12-2018,8.6,7.6,10.6,1,,123,6,,1026.5,
05-12-2018,5.3,5.2,8.1,2.8,,116,5.9,,1024.3,
06-12-2018,5.4,4.7,6.5,0.3,,111,6.9,,1029.7,
07-12-2018,1.8,1.4,5.3,0.3,,78,6.6,,1036,
08-12-2018,1.4,0.4,2.4,,,99,6.3,,1037.4,
09-12-2018,0.8,0.1,1.7,,,112,6.9,,1034.6,
10-12-2018,-0.1,-0.8,0.9,,,115,6.9,,1032.2,
11-12-2018,3.5,-1.1,5.6,0,,115,6.6,,1036.1,
12-12-2018,2.3,0.3,5.9,,,109,6.5,,1036.3,
13-12-2018,4.5,-1.1,7.9,,,83,5.5,,1034,
14-12-2018,4,2.7,6.4,,,94,6.1,,1034.4,
15-12-2018,4.4,3.2,6.1,,,108,5.1,,1031.6,
16-12-2018,8.8,1.2,15,,,316,5.5,,1028.7,
17-12-2018,10,4.8,16.3,,,347,6.6,,1026,
18-12-2018,11.1,4.4,15.8,,,24,6.8,,1021.7,
19-12-2018,8.8,8,10.1,6.9,,1,4.9,,1018.7,
20-12-2018,9.6,8.4,10.9,,,91,4.7,,1019.3,
21-12-2018,9.1,7.8,10.9,2.3,,71,4.9,,1021.6,
22-12-2018,8.2,7.8,9.1,1,,187,4.5,,1025.5,
23-12-2018,8.3,6.7,10.3,0.3,,133,5.9,,1031.4,
24-12-2018,5.2,4.6,7.4,1.8,,109,5.1,,1025.9,
25-12-2018,4.3,3.8,5.3,3.8,,130,4.9,,1022.7,
26-12-2018,5.1,3.9,5.8,,,145,5,,1026.1,
27-12-2018,1.8,1,4.3,2,,111,6,,1030.9,
28-12-2018,-0.8,-1.3,1.1,,,106,6.5,,1040.1,
29-12-2018,-1.8,-2.1,0.5,1.3,,114,5.8,,1042.6,
30-12-2018,-2,-3.5,0.6,,,119,6.4,,1041,
31-12-2018,-0.5,-4.4,1.9,,,105,6.4,,1040.2,
01-01-2019,0.3,-1.6,2.1,,,97,5.7,,1039.5,
02-01-2019,1.9,0,4,,,96,5.9,,1035.9,
03-01-2019,2.4,0.5,3.2,,,89,5.6,,1032,
04-01-2019,3.4,2.2,4.1,,,128,4.7,,1031.3,
05-01-2019,3.1,2.2,4.3,,,119,5.4,,1031,
06-01-2019,2.1,1.2,3.6,,,107,5.8,,1030,
07-01-2019,3.4,2.1,4.7,,,116,5.4,,1030.4,
08-01-2019,2.8,2.1,5.1,0.5,,113,5,,1033,
09-01-2019,0.4,0.4,2.4,2,,121,5.4,,1031.5,
10-01-2019,0.9,-0.6,1.4,0.8,,112,6.1,,1028.8,
11-01-2019,3,0.9,4.4,0.8,,115,4.8,,1026.3,
12-01-2019,2.5,1,4,0.5,,81,4.6,,1025.8,
13-01-2019,5.7,1.9,7,,,103,4.7,,1027.1,
14-01-2019,5.1,4.8,5.8,0.5,,127,4.2,,1026.4,
15-01-2019,3.8,2,7.6,,,107,6.6,,1031.9,
16-01-2019,2.2,-1.1,5.7,,,112,7.2,,1031.5,
17-01-2019,3.9,-1.2,8.8,,,70,6.5,,1028.8,
18-01-2019,2.8,1,5.1,,,77,5.3,,1023.6,
19-01-2019,5.2,3,5.8,,,130,4.4,,1024.6,
20-01-2019,4.7,3.9,7.1,0,,68,5.4,,1032.2,
21-01-2019,5.2,2.6,9.6,,,344,6.2,,1031.4,
22-01-2019,8.6,1,15.3,,,338,6.8,,1026,
23-01-2019,9.3,2.6,14,,,13,7.5,,1022.7,
24-01-2019,8.9,6.2,10.5,,,34,5.5,,1021.7,
25-01-2019,9.2,7.3,10.8,0,,29,6.1,,1028.3,
26-01-2019,5.2,4.6,7.3,,,107,6.1,,1033.8,
27-01-2019,4.2,3.7,5.1,,,101,5.4,,1027.9,
28-01-2019,5.2,3.2,6,0.3,,119,4.6,,1026.6,
29-01-2019,4.5,3.2,5.4,,,111,5.1,,1026.5,
30-01-2019,3.9,3.2,4.7,9.9,,78,5.3,,1023.3,
31-01-2019,3.7,2.1,5.9,,,124,6.1,,1032.1,
01-02-2019,4.5,2.2,6.6,,,86,6.5,,1027.5,
02-02-2019,7.1,3.5,8.4,,,83,5.5,,1013.7,
03-02-2019,9.2,6.2,11.1,,,127,5.4,,1022,
04-02-2019,8.1,6.1,12.4,0,,328,5.7,,1025.2,
05-02-2019,9.9,2.7,14.1,,,48,7,,1016.8,
06-02-2019,8.6,6.2,10.2,0,,82,5.9,,1012.3,
07-02-2019,3.3,1.2,8.9,0,,110,7.5,,1022.8,
08-02-2019,-0.7,-0.9,2.2,0.5,,116,7.9,,1027.2,
09-02-2019,-0.7,-1.1,0.2,0.3,,110,7,,1031.3,
10-02-2019,-1.2,-2.2,0.1,0.8,,110,6.7,,1033.9,
11-02-2019,0.6,-1.8,2.3,0,,106,6.4,,1032.5,
12-02-2019,1.4,-0.2,2.6,0.8,,111,6.4,,1030.3,
13-02-2019,1.2,0.2,1.8,,,112,5.6,,1031.4,
14-02-2019,1.3,0.8,2.3,1.8,,117,6.4,,1029.5,
15-02-2019,3.3,0.8,3.7,,,109,5.5,,1029,
16-02-2019,3.3,2.2,4.6,0,,119,5.8,,1030.1,
17-02-2019,1.1,0.1,2.7,3.3,,121,6,,1028.9,
18-02-2019,-0.1,-1.8,1.4,0.5,,116,6,,1023.5,
19-02-2019,2.7,-0.6,3.9,0,,107,5.7,,1023.4,
20-02-2019,4.8,2,5.2,0.8,,122,4.8,,1026.1,
21-02-2019,3.6,3,5.1,1,,131,5.4,,1028.3,
22-02-2019,5.9,2.3,7.5,0.8,,120,6.5,,1027.2,
23-02-2019,7,4.4,9.1,0,,84,5.4,,1026.8,
24-02-2019,7.6,5.1,10,,,69,5.6,,1024.2,
25-02-2019,9.2,5.8,12.2,,,59,6.3,,1022.7,
26-02-2019,6.9,6.3,8.5,0.5,,67,4.6,,1021.9,
27-02-2019,6,3.8,7.3,3,,154,5.2,,1022.9,
28-02-2019,7.9,3.5,11,0.3,,109,5.7,,1021.9,
01-03-2019,6.8,6,8.3,4.3,,88,4.7,,1020.5,
02-03-2019,6.6,5.3,8.6,,,169,5.4,,1018.6,
03-03-2019,9.6,4.8,13.4,,,126,7.8,,1017.2,
04-03-2019,8.9,5.3,11.5,11.7,,38,5.6,,1016,
05-03-2019,8.9,7.9,11.7,1.8,,292,5.5,,1016.3,
06-03-2019,12.5,7.9,15.8,1.5,,0,7.1,,1021.5,
07-03-2019,10.2,8.3,14,0,,44,7.4,,1025.5,
08-03-2019,7.6,5.7,10.6,,,59,5.8,,1021.7,
09-03-2019,10.6,3.3,15.9,,,6,6.4,,1018.2,
10-03-2019,13.6,5.9,20.1,0,,27,8.6,,1017.9,
11-03-2019,14.6,8.8,20.6,,,33,8.5,,1018.8,
12-03-2019,15.6,8.6,22.7,,,42,9,,1018.5,
13-03-2019,10.4,8.5,13.9,8.1,,334,6.2,,1021.2,
14-03-2019,13.8,7.2,17.9,,,262,7.9,,1025.5,
15-03-2019,15.5,9.1,19.7,0,,23,8.2,,1025.6,
16-03-2019,15.2,11.2,19.5,,,20,7.7,,1021.6,
17-03-2019,11.6,11.2,16.4,,,44,6.8,,1020.4,
18-03-2019,15.3,6.8,21.8,,,49,8.5,,1017,
19-03-2019,14.2,9.6,15.9,1.5,,44,6.4,,1009.3,
20-03-2019,20.3,12.4,25.4,7.6,,51,7.7,,1002.9,
21-03-2019,8.4,7.8,19.6,15,,337,8.3,,1014.5,
22-03-2019,6.3,5.7,9.8,3.3,,283,5.6,,1024.7,
23-03-2019,11.5,4.9,15.6,,,341,6.5,,1027,
24-03-2019,10.2,7.9,13.7,,,5,6.2,,1021.5,
25-03-2019,15,5.9,20.3,,,19,8.6,,1017.7,
26-03-2019,14.6,10.4,19.5,,,66,8.6,,1017.2,
27-03-2019,17.9,10,20.7,,,75,5.9,,1013.1,
28-03-2019,17.2,14.3,21.8,0.8,,292,6.3,,1011.5,
29-03-2019,17.7,12,22.2,0,,50,8.7,,1012.3,
30-03-2019,10.7,9.1,16.8,17.5,,350,6.9,,1019.4,
31-03-2019,13.1,8,16.7,,,266,6.5,,1024.6,
01-04-2019,15.2,7.9,20.5,3.3,,49,7.6,,1022.2,
02-04-2019,10.6,10,13.3,4.1,,45,5.5,,1019.3,
03-04-2019,13.9,10.3,16.2,,,265,5.7,,1023.8,
04-04-2019,14.6,11.2,18.6,0,,309,6.1,,1019.1,
05-04-2019,19.6,10.5,25.9,0,,326,7.2,,1014,
06-04-2019,21.7,14.2,28.8,,,339,8.3,,1008.5,
07-04-2019,22.6,15,29.6,,,31,9.6,,1007.5,
08-04-2019,23.8,15.6,28,1.5,,49,8.4,,1003.3,
09-04-2019,11.1,10.5,20.8,34.3,,101,8.5,,1007.8,
10-04-2019,9,8,11.3,7.6,,144,5.9,,1019.5,
11-04-2019,13.3,7.7,17.7,,,122,7.5,,1016.8,
12-04-2019,14.7,9.5,18.9,,,79,7.9,,1015.9,
13-04-2019,16.9,12.4,20.9,,,72,6.5,,1015.4,
14-04-2019,15.2,14.7,18.8,3.8,,313,6.9,,1021.4,
15-04-2019,15.1,9.8,19.6,2.3,,59,6.2,,1018.1,
16-04-2019,20.6,10.7,27,0,,324,6.9,,1013,
17-04-2019,21.9,13.2,27.9,,,50,8.5,,1007.8,
18-04-2019,24.2,16.5,28,,,57,8.6,,1004.1,
19-04-2019,21.8,19.9,24.9,2.3,,70,8,,1008.1,
20-04-2019,16.9,16.2,20.9,16,,85,6.8,,1008.6,
21-04-2019,16.5,15.1,19,2.8,,174,5.6,,1010.4,
22-04-2019,18.3,15.5,20.1,0,,126,5.6,,1010.8,
23-04-2019,18.9,16.6,22.8,0,,101,7,,1009.1,
24-04-2019,21.5,17.8,25.5,0,,69,7,,1007.6,
25-04-2019,23.3,18.6,28.6,,,68,9.2,,1008.6,
26-04-2019,15.3,14,22.1,2.5,,104,9.7,,1013.1,
27-04-2019,11.6,10.4,14.9,1.5,,105,7.6,,1014.8,
28-04-2019,11.4,11,12.1,4.3,,131,6.9,,1016.3,
29-04-2019,14.7,10.3,17.5,0,,137,4.9,,1014.7,
30-04-2019,19.9,11.9,25.2,0,,353,5.8,,1012.8,
01-05-2019,20.6,15.4,25.2,,,60,8,,1014.8,
02-05-2019,19.9,16.4,25.4,,,58,8.4,,1015.9,
03-05-2019,21.1,14,25.3,,,52,9.5,,1015.4,
04-05-2019,22.9,16.8,26,,,39,8.6,,1012.7,
05-05-2019,18,17.7,21.2,16.8,,308,5.7,,1013.2,
06-05-2019,14.9,14.8,17.4,4.1,,319,6.8,,1018.4,
07-05-2019,13.9,12.9,14.4,4.1,,290,6.5,,1018.4,
08-05-2019,18.3,12,22,2.5,,320,6.4,,1013.5,
09-05-2019,19,13.9,22.6,0,,350,7,,1011.4,
10-05-2019,22.4,14.8,27,,,34,8.7,,1010.8,
11-05-2019,24.2,16.5,28.8,,,51,9.4,,1010.9,
12-05-2019,20.3,19.2,22.4,0.5,,319,6,,1011.3,
13-05-2019,18,17,20,0.5,,279,5.7,,1013.3,
14-05-2019,15.2,14.5,17.5,8.1,,86,4.4,,1009.8,
15-05-2019,20.7,14.7,23.3,7.9,,167,4.6,,1008.7,
16-05-2019,20.3,17.6,25,7.6,,3,5.5,,1007.1,
17-05-2019,24.4,17.9,28.2,,,92,6.9,,1005,
18-05-2019,22.3,19.6,25.2,34.8,,332,5.6,,1004.7,
19-05-2019,20.8,20,24.1,1,,324,6.9,,1009.5,
20-05-2019,19,17.5,22,1,,288,6.9,,1016.8,
21-05-2019,17.7,15.6,22.4,0,,313,5.4,,1013.1,
22-05-2019,23.9,14.8,29.7,,,338,8.3,,1010.3,
23-05-2019,24.2,16.8,30.4,,,55,9.6,,1009.6,
24-05-2019,23.7,16.8,28.3,12.7,,24,7.6,,1006.6,
25-05-2019,20.7,19.5,23.8,20.8,,352,6.1,,1003.5,
26-05-2019,25.3,19.7,29.4,19.1,,37,6.4,,1003,
27-05-2019,25.2,22.2,30.2,0,,27,8.6,,1010.8,
28-05-2019,19.1,18.4,23.3,1,,340,7.3,,1017,
29-05-2019,16.8,14.1,19.7,10.9,,75,5.1,,1014.6,
30-05-2019,18.3,14.9,21.3,,,303,5,,1010.8,
31-05-2019,23.2,15.8,26.9,,,37,6.7,,1010.3,
01-06-2019,23.9,18,28.3,,,39,6.9,,1007.8,
02-06-2019,26.3,18.2,32.4,,,31,8.6,,1004.2,
03-06-2019,27.9,20.2,33,,,58,9.3,,1002.8,
04-06-2019,29.2,22.3,33.8,,,60,10.3,,1003,
05-06-2019,23.6,21.8,26.6,41.4,,25,7,,1001.2,
06-06-2019,24.8,20.4,29.4,,,58,7.2,,1004.4,
07-06-2019,26.1,22,29.3,,,74,8,,1007.7,
08-06-2019,25.3,23.1,28,0.8,,43,6.1,,1005,
09-06-2019,26.8,22.6,29.4,,,301,5.9,,1002.8,
10-06-2019,26.7,23.3,29.8,,,334,6.6,,1003.9,
11-06-2019,21.7,19.3,26.7,33.8,,316,6.1,,1006.7,
12-06-2019,19.1,17.8,21.8,2.3,,260,5.4,,1008.8,
13-06-2019,22.6,18.3,27.9,1,,346,7,,1006.3,
14-06-2019,25.6,18.3,30.7,0,,58,8.3,,1005.2,
15-06-2019,22.8,20.8,27.9,0.5,,29,6.8,,1005.5,
16-06-2019,21.2,19.4,23.8,,,197,5.5,,1006.6,
17-06-2019,21.1,19.5,21.8,7.1,,267,5,,1007.5,
18-06-2019,24.1,20.5,26.7,0,,109,5.3,,1006.5,
19-06-2019,25.8,22.1,28,1,,82,5.9,,1003.9,
20-06-2019,26.6,24.4,28.9,4.6,,72,6.1,,1000.7,
21-06-2019,22.9,22.3,25.2,9.4,,105,6.3,,1003,
22-06-2019,21,19.3,24.8,23.6,,302,6.5,,1006,
23-06-2019,25.5,19.5,30.9,15.7,,351,7.9,,1007.7,
24-06-2019,25.4,20.3,28.2,0,,13,6.8,,1007.8,
25-06-2019,26.1,21.9,30,,,52,6.9,,1006.8,
26-06-2019,27.2,22,31.1,,,64,8.2,,1003.5,
27-06-2019,27.7,23.4,30.5,2.3,,57,7.3,,999.2,
28-06-2019,23.6,22,26.5,7.6,,28,5.7,,997.9,
29-06-2019,23.1,21.1,26,0,,334,6.3,,1001.4,
30-06-2019,26.7,21.6,29.7,,,348,6.7,,1003,
01-07-2019,26.8,22.4,30,,,358,6.9,,1006.9,
02-07-2019,27.7,20.6,33.5,,,28,8.2,,1006.5,
03-07-2019,28.1,21.8,33,,,24,8.1,,1005.5,
04-07-2019,24,21.9,27.2,0.8,,320,6.2,,1005.8,
05-07-2019,27.4,21.2,32.6,,,41,8.3,,1001,
06-07-2019,29.1,23.5,33.9,,,35,7.9,,998.1,
07-07-2019,24.9,22.6,31.1,8.4,,18,6.9,,1002.2,
08-07-2019,21.8,20.3,24.2,1.5,,310,6.8,,1006,
09-07-2019,24.3,20,27.4,,,278,7.1,,1005.3,
10-07-2019,25.1,20.4,29.3,,,51,8.3,,1004.2,
11-07-2019,25.2,21.4,27.5,0.5,,49,7.2,,1006.5,
12-07-2019,21.3,20.3,24.1,25.7,,323,6.1,,1005.3,
13-07-2019,25.3,20.3,30,14.2,,47,7.5,,1003,
14-07-2019,26,20.9,30.9,0,,70,8.9,,1002.2,
15-07-2019,26.6,21.3,31,,,62,8.3,,1003.4,
16-07-2019,25.3,21.9,27.9,3.8,,48,6.2,,1004.5,
17-07-2019,26.9,23.9,28.3,18.3,,7,5.8,,1003.3,
